p1_dataset,p1_split,record_id,published_pretraining_split
cpsc2018_mc,val,A5554,train
cpsc2018_mc,val,A4622,train
cpsc2018_mc,val,A1478,train
cpsc2018_mc,val,A6115,train
cpsc2018_mc,val,A3148,train
cpsc2018_mc,val,A0212,train
cpsc2018_mc,val,A1261,train
cpsc2018_mc,val,A2270,train
cpsc2018_mc,val,A6398,train
cpsc2018_mc,val,A0172,train
cpsc2018_mc,val,A4551,train
cpsc2018_mc,val,A5397,valid
cpsc2018_mc,val,A3709,train
cpsc2018_mc,val,A5282,train
cpsc2018_mc,val,A3162,test
cpsc2018_mc,val,A4170,train
cpsc2018_mc,val,A1534,train
cpsc2018_mc,val,A6756,train
cpsc2018_mc,val,A5687,train
cpsc2018_mc,val,A4002,train
cpsc2018_mc,val,A6183,train
cpsc2018_mc,val,A5291,train
cpsc2018_mc,val,A3337,test
cpsc2018_mc,val,A3275,train
cpsc2018_mc,val,A5974,test
cpsc2018_mc,val,A1884,valid
cpsc2018_mc,val,A3257,train
cpsc2018_mc,val,A0497,train
cpsc2018_mc,val,A4696,train
cpsc2018_mc,val,A5325,train
cpsc2018_mc,val,A5825,train
cpsc2018_mc,val,A2287,train
cpsc2018_mc,val,A4472,train
cpsc2018_mc,val,A5585,valid
cpsc2018_mc,val,A1790,train
cpsc2018_mc,val,A5167,train
cpsc2018_mc,val,A6022,train
cpsc2018_mc,val,A0047,train
cpsc2018_mc,val,A2302,train
cpsc2018_mc,val,A4336,train
cpsc2018_mc,val,A2393,valid
cpsc2018_mc,val,A0083,train
cpsc2018_mc,val,A5500,valid
cpsc2018_mc,val,A6784,train
cpsc2018_mc,val,A2937,train
cpsc2018_mc,val,A3511,train
cpsc2018_mc,val,A2289,train
cpsc2018_mc,val,A0484,train
cpsc2018_mc,val,A2262,test
cpsc2018_mc,val,A2804,train
cpsc2018_mc,val,A1440,valid
cpsc2018_mc,val,A3778,train
cpsc2018_mc,val,A1443,train
cpsc2018_mc,val,A0265,train
cpsc2018_mc,val,A5726,test
cpsc2018_mc,val,A2867,train
cpsc2018_mc,val,A5093,train
cpsc2018_mc,val,A2840,train
cpsc2018_mc,val,A3621,valid
cpsc2018_mc,val,A3518,valid
cpsc2018_mc,val,A4365,train
cpsc2018_mc,val,A3055,valid
cpsc2018_mc,val,A5330,train
cpsc2018_mc,val,A4652,train
cpsc2018_mc,val,A2319,train
cpsc2018_mc,val,A2961,train
cpsc2018_mc,val,A3048,train
cpsc2018_mc,val,A5172,train
cpsc2018_mc,val,A1535,train
cpsc2018_mc,val,A6456,train
cpsc2018_mc,val,A6220,test
cpsc2018_mc,val,A1416,train
cpsc2018_mc,val,A6743,train
cpsc2018_mc,val,A1717,train
cpsc2018_mc,val,A6215,test
cpsc2018_mc,val,A3524,train
cpsc2018_mc,val,A5031,train
cpsc2018_mc,val,A5296,train
cpsc2018_mc,val,A6451,train
cpsc2018_mc,val,A5341,train
cpsc2018_mc,val,A3960,train
cpsc2018_mc,val,A2113,train
cpsc2018_mc,val,A0562,train
cpsc2018_mc,val,A4605,train
cpsc2018_mc,val,A1449,train
cpsc2018_mc,val,A1012,train
cpsc2018_mc,val,A3807,train
cpsc2018_mc,val,A4079,train
cpsc2018_mc,val,A4674,train
cpsc2018_mc,val,A3479,test
cpsc2018_mc,val,A2417,test
cpsc2018_mc,val,A0854,train
cpsc2018_mc,val,A4872,train
cpsc2018_mc,val,A1047,train
cpsc2018_mc,val,A0905,valid
cpsc2018_mc,val,A5520,valid
cpsc2018_mc,val,A4711,test
cpsc2018_mc,val,A0188,train
cpsc2018_mc,val,A5010,train
cpsc2018_mc,val,A4396,train
cpsc2018_mc,val,A2801,train
cpsc2018_mc,val,A6564,train
cpsc2018_mc,val,A1453,test
cpsc2018_mc,val,A6247,train
cpsc2018_mc,val,A5728,train
cpsc2018_mc,val,A6382,test
cpsc2018_mc,val,A3644,train
cpsc2018_mc,val,A3654,train
cpsc2018_mc,val,A0359,train
cpsc2018_mc,val,A2748,train
cpsc2018_mc,val,A6444,train
cpsc2018_mc,val,A4852,train
cpsc2018_mc,val,A0915,train
cpsc2018_mc,val,A3392,valid
cpsc2018_mc,val,A3818,train
cpsc2018_mc,val,A6023,train
cpsc2018_mc,val,A0063,train
cpsc2018_mc,val,A4485,train
cpsc2018_mc,val,A3806,valid
cpsc2018_mc,val,A2092,train
cpsc2018_mc,val,A1636,train
cpsc2018_mc,val,A5380,train
cpsc2018_mc,val,A5403,train
cpsc2018_mc,val,A4577,train
cpsc2018_mc,val,A3679,train
cpsc2018_mc,val,A5437,train
cpsc2018_mc,val,A1050,train
cpsc2018_mc,val,A3636,train
cpsc2018_mc,val,A2378,valid
cpsc2018_mc,val,A6772,train
cpsc2018_mc,val,A3370,train
cpsc2018_mc,val,A0848,train
cpsc2018_mc,val,A6466,train
cpsc2018_mc,val,A3852,train
cpsc2018_mc,val,A0316,train
cpsc2018_mc,val,A6794,train
cpsc2018_mc,val,A4986,test
cpsc2018_mc,val,A6178,train
cpsc2018_mc,val,A2573,train
cpsc2018_mc,val,A2999,train
cpsc2018_mc,val,A2292,train
cpsc2018_mc,val,A3736,unlisted
cpsc2018_mc,val,A0796,train
cpsc2018_mc,val,A1055,test
cpsc2018_mc,val,A5990,train
cpsc2018_mc,val,A2492,train
cpsc2018_mc,val,A1101,train
cpsc2018_mc,val,A3549,train
cpsc2018_mc,val,A1939,train
cpsc2018_mc,val,A5640,train
cpsc2018_mc,val,A4868,train
cpsc2018_mc,val,A1901,test
cpsc2018_mc,val,A0373,train
cpsc2018_mc,val,A4085,train
cpsc2018_mc,val,A4676,valid
cpsc2018_mc,val,A0754,train
cpsc2018_mc,val,A3780,train
cpsc2018_mc,val,A5457,train
cpsc2018_mc,val,A1074,train
cpsc2018_mc,val,A6494,test
cpsc2018_mc,val,A2425,train
cpsc2018_mc,val,A2995,train
cpsc2018_mc,val,A5247,train
cpsc2018_mc,val,A6052,train
cpsc2018_mc,val,A6286,train
cpsc2018_mc,val,A3934,test
cpsc2018_mc,val,A5300,valid
cpsc2018_mc,val,A2192,train
cpsc2018_mc,val,A4547,train
cpsc2018_mc,val,A5250,train
cpsc2018_mc,val,A5635,train
cpsc2018_mc,val,A6007,train
cpsc2018_mc,val,A5485,train
cpsc2018_mc,val,A6517,train
cpsc2018_mc,val,A5550,train
cpsc2018_mc,val,A3966,train
cpsc2018_mc,val,A6270,train
cpsc2018_mc,val,A6844,train
cpsc2018_mc,val,A5665,test
cpsc2018_mc,val,A0422,train
cpsc2018_mc,val,A5997,train
cpsc2018_mc,val,A6273,valid
cpsc2018_mc,val,A0586,train
cpsc2018_mc,val,A6416,train
cpsc2018_mc,val,A5548,train
cpsc2018_mc,val,A4641,train
cpsc2018_mc,val,A3866,train
cpsc2018_mc,val,A0227,valid
cpsc2018_mc,val,A1477,train
cpsc2018_mc,val,A3861,train
cpsc2018_mc,val,A2990,train
cpsc2018_mc,val,A5547,train
cpsc2018_mc,val,A5144,train
cpsc2018_mc,val,A4439,train
cpsc2018_mc,val,A2041,train
cpsc2018_mc,val,A6140,train
cpsc2018_mc,val,A3168,train
cpsc2018_mc,val,A3339,train
cpsc2018_mc,val,A1337,train
cpsc2018_mc,val,A1815,valid
cpsc2018_mc,val,A3764,train
cpsc2018_mc,val,A3832,train
cpsc2018_mc,val,A3157,valid
cpsc2018_mc,val,A1975,train
cpsc2018_mc,val,A4193,test
cpsc2018_mc,val,A3714,train
cpsc2018_mc,val,A3713,train
cpsc2018_mc,val,A3892,test
cpsc2018_mc,val,A6767,train
cpsc2018_mc,val,A5631,train
cpsc2018_mc,val,A3804,valid
cpsc2018_mc,val,A0661,train
cpsc2018_mc,val,A3369,train
cpsc2018_mc,val,A5979,train
cpsc2018_mc,val,A0145,train
cpsc2018_mc,val,A4282,train
cpsc2018_mc,val,A3236,train
cpsc2018_mc,val,A4898,valid
cpsc2018_mc,val,A3890,test
cpsc2018_mc,val,A3014,train
cpsc2018_mc,val,A0910,train
cpsc2018_mc,val,A1807,train
cpsc2018_mc,val,A1095,test
cpsc2018_mc,val,A3622,train
cpsc2018_mc,val,A6833,train
cpsc2018_mc,val,A2407,valid
cpsc2018_mc,val,A6697,train
cpsc2018_mc,val,A2697,train
cpsc2018_mc,val,A0399,train
cpsc2018_mc,val,A2592,test
cpsc2018_mc,val,A0379,train
cpsc2018_mc,val,A0896,train
cpsc2018_mc,val,A5304,train
cpsc2018_mc,val,A3541,train
cpsc2018_mc,val,A6381,test
cpsc2018_mc,val,A6592,train
cpsc2018_mc,val,A3669,train
cpsc2018_mc,val,A4531,train
cpsc2018_mc,val,A2329,train
cpsc2018_mc,val,A2018,train
cpsc2018_mc,val,A0874,train
cpsc2018_mc,val,A6803,train
cpsc2018_mc,val,A2956,train
cpsc2018_mc,val,A0109,valid
cpsc2018_mc,val,A4654,train
cpsc2018_mc,val,A4146,train
cpsc2018_mc,val,A3188,train
cpsc2018_mc,val,A2617,train
cpsc2018_mc,val,A5694,train
cpsc2018_mc,val,A6089,train
cpsc2018_mc,val,A3567,train
cpsc2018_mc,val,A6123,train
cpsc2018_mc,val,A3147,train
cpsc2018_mc,val,A3212,train
cpsc2018_mc,val,A2053,train
cpsc2018_mc,val,A5088,train
cpsc2018_mc,val,A2044,train
cpsc2018_mc,val,A2921,train
cpsc2018_mc,val,A2467,train
cpsc2018_mc,val,A2577,train
cpsc2018_mc,val,A1054,train
cpsc2018_mc,val,A3381,valid
cpsc2018_mc,val,A1243,train
cpsc2018_mc,val,A2865,train
cpsc2018_mc,val,A2426,train
cpsc2018_mc,val,A0460,train
cpsc2018_mc,val,A1020,train
cpsc2018_mc,val,A1389,train
cpsc2018_mc,val,A0522,train
cpsc2018_mc,val,A2245,valid
cpsc2018_mc,val,A1333,test
cpsc2018_mc,val,A2899,train
cpsc2018_mc,val,A6617,train
cpsc2018_mc,val,A2169,train
cpsc2018_mc,val,A3427,valid
cpsc2018_mc,val,A4436,train
cpsc2018_mc,val,A2368,train
cpsc2018_mc,val,A4069,train
cpsc2018_mc,val,A5427,train
cpsc2018_mc,val,A2200,train
cpsc2018_mc,val,A4452,train
cpsc2018_mc,val,A6747,train
cpsc2018_mc,val,A3367,train
cpsc2018_mc,val,A1381,train
cpsc2018_mc,val,A2411,train
cpsc2018_mc,val,A2994,valid
cpsc2018_mc,val,A1104,train
cpsc2018_mc,val,A2409,test
cpsc2018_mc,val,A5153,train
cpsc2018_mc,val,A5670,test
cpsc2018_mc,val,A4153,test
cpsc2018_mc,val,A3963,train
cpsc2018_mc,val,A5196,train
cpsc2018_mc,val,A1461,train
cpsc2018_mc,val,A2051,train
cpsc2018_mc,val,A2585,train
cpsc2018_mc,val,A2703,test
cpsc2018_mc,val,A2352,train
cpsc2018_mc,val,A1183,valid
cpsc2018_mc,val,A6818,train
cpsc2018_mc,val,A4656,test
cpsc2018_mc,val,A2894,train
cpsc2018_mc,val,A0087,valid
cpsc2018_mc,val,A3197,test
cpsc2018_mc,val,A5319,valid
cpsc2018_mc,val,A1457,train
cpsc2018_mc,val,A6000,test
cpsc2018_mc,val,A0964,train
cpsc2018_mc,val,A4254,train
cpsc2018_mc,val,A6580,train
cpsc2018_mc,val,A3270,train
cpsc2018_mc,val,A3738,train
cpsc2018_mc,val,A2827,train
cpsc2018_mc,val,A6738,train
cpsc2018_mc,val,A2910,train
cpsc2018_mc,val,A3889,train
cpsc2018_mc,val,A0412,valid
cpsc2018_mc,val,A2100,train
cpsc2018_mc,val,A4876,train
cpsc2018_mc,val,A5948,train
cpsc2018_mc,val,A6010,train
cpsc2018_mc,val,A4445,train
cpsc2018_mc,val,A1767,train
cpsc2018_mc,val,A1241,train
cpsc2018_mc,val,A4058,train
cpsc2018_mc,val,A3847,train
cpsc2018_mc,val,A6690,train
cpsc2018_mc,val,A3263,unlisted
cpsc2018_mc,val,A2197,train
cpsc2018_mc,val,A6813,train
cpsc2018_mc,val,A5973,valid
cpsc2018_mc,val,A2622,train
cpsc2018_mc,val,A1487,test
cpsc2018_mc,val,A0352,train
cpsc2018_mc,val,A1787,valid
cpsc2018_mc,val,A4098,train
cpsc2018_mc,val,A2272,train
cpsc2018_mc,val,A2442,train
cpsc2018_mc,val,A1845,train
cpsc2018_mc,val,A0290,train
cpsc2018_mc,val,A6068,train
cpsc2018_mc,val,A2249,train
cpsc2018_mc,val,A5279,train
cpsc2018_mc,val,A0997,train
cpsc2018_mc,val,A4131,train
cpsc2018_mc,val,A2235,train
cpsc2018_mc,val,A4663,test
cpsc2018_mc,val,A2110,train
cpsc2018_mc,val,A2011,train
cpsc2018_mc,val,A1735,train
cpsc2018_mc,val,A4861,train
cpsc2018_mc,val,A5239,train
cpsc2018_mc,val,A6030,test
cpsc2018_mc,val,A5136,train
cpsc2018_mc,val,A4637,train
cpsc2018_mc,val,A5107,test
cpsc2018_mc,val,A0253,train
cpsc2018_mc,val,A0797,train
cpsc2018_mc,val,A6213,train
cpsc2018_mc,val,A1267,train
cpsc2018_mc,val,A3049,unlisted
cpsc2018_mc,val,A0932,train
cpsc2018_mc,val,A4724,train
cpsc2018_mc,val,A5559,train
cpsc2018_mc,val,A2815,train
cpsc2018_mc,val,A3229,train
cpsc2018_mc,val,A0135,valid
cpsc2018_mc,val,A0708,train
cpsc2018_mc,val,A0004,train
cpsc2018_mc,val,A4598,test
cpsc2018_mc,val,A0511,train
cpsc2018_mc,val,A0007,train
cpsc2018_mc,val,A1017,test
cpsc2018_mc,val,A2863,train
cpsc2018_mc,val,A4763,train
cpsc2018_mc,val,A1181,train
cpsc2018_mc,val,A2857,train
cpsc2018_mc,val,A0272,train
cpsc2018_mc,val,A5980,train
cpsc2018_mc,val,A1289,train
cpsc2018_mc,val,A3166,train
cpsc2018_mc,val,A4122,train
cpsc2018_mc,val,A2646,train
cpsc2018_mc,val,A3876,test
cpsc2018_mc,val,A3769,train
cpsc2018_mc,val,A2830,train
cpsc2018_mc,test,A1768,train
cpsc2018_mc,test,A6629,train
cpsc2018_mc,test,A2565,train
cpsc2018_mc,test,A2991,train
cpsc2018_mc,test,A6036,train
cpsc2018_mc,test,A1454,train
cpsc2018_mc,test,A3803,train
cpsc2018_mc,test,A4209,train
cpsc2018_mc,test,A6395,train
cpsc2018_mc,test,A2607,valid
cpsc2018_mc,test,A2174,train
cpsc2018_mc,test,A3873,valid
cpsc2018_mc,test,A1941,train
cpsc2018_mc,test,A3025,train
cpsc2018_mc,test,A6405,train
cpsc2018_mc,test,A2727,train
cpsc2018_mc,test,A4424,train
cpsc2018_mc,test,A5204,train
cpsc2018_mc,test,A1651,train
cpsc2018_mc,test,A4635,valid
cpsc2018_mc,test,A2375,test
cpsc2018_mc,test,A1299,train
cpsc2018_mc,test,A6206,train
cpsc2018_mc,test,A0261,train
cpsc2018_mc,test,A0075,train
cpsc2018_mc,test,A1766,train
cpsc2018_mc,test,A3624,valid
cpsc2018_mc,test,A3962,train
cpsc2018_mc,test,A5113,train
cpsc2018_mc,test,A0143,train
cpsc2018_mc,test,A1433,test
cpsc2018_mc,test,A2175,train
cpsc2018_mc,test,A6207,train
cpsc2018_mc,test,A6158,train
cpsc2018_mc,test,A2288,test
cpsc2018_mc,test,A5047,train
cpsc2018_mc,test,A6495,test
cpsc2018_mc,test,A3399,train
cpsc2018_mc,test,A5962,train
cpsc2018_mc,test,A3689,test
cpsc2018_mc,test,A6135,train
cpsc2018_mc,test,A3086,train
cpsc2018_mc,test,A1016,valid
cpsc2018_mc,test,A1816,train
cpsc2018_mc,test,A5646,train
cpsc2018_mc,test,A5650,train
cpsc2018_mc,test,A5492,train
cpsc2018_mc,test,A5098,train
cpsc2018_mc,test,A0401,valid
cpsc2018_mc,test,A3628,train
cpsc2018_mc,test,A2340,train
cpsc2018_mc,test,A4550,train
cpsc2018_mc,test,A5034,train
cpsc2018_mc,test,A0575,train
cpsc2018_mc,test,A5320,train
cpsc2018_mc,test,A0064,train
cpsc2018_mc,test,A0701,train
cpsc2018_mc,test,A0334,train
cpsc2018_mc,test,A3053,train
cpsc2018_mc,test,A1413,train
cpsc2018_mc,test,A5207,test
cpsc2018_mc,test,A2266,train
cpsc2018_mc,test,A5674,train
cpsc2018_mc,test,A4879,train
cpsc2018_mc,test,A4019,train
cpsc2018_mc,test,A4570,train
cpsc2018_mc,test,A3174,train
cpsc2018_mc,test,A4631,train
cpsc2018_mc,test,A5705,train
cpsc2018_mc,test,A2518,train
cpsc2018_mc,test,A2491,train
cpsc2018_mc,test,A5779,train
cpsc2018_mc,test,A2530,train
cpsc2018_mc,test,A1933,train
cpsc2018_mc,test,A5730,train
cpsc2018_mc,test,A2167,train
cpsc2018_mc,test,A5969,train
cpsc2018_mc,test,A3434,train
cpsc2018_mc,test,A2642,train
cpsc2018_mc,test,A0573,train
cpsc2018_mc,test,A4309,train
cpsc2018_mc,test,A6411,train
cpsc2018_mc,test,A5183,train
cpsc2018_mc,test,A6063,train
cpsc2018_mc,test,A3440,train
cpsc2018_mc,test,A4584,train
cpsc2018_mc,test,A2168,test
cpsc2018_mc,test,A0736,train
cpsc2018_mc,test,A4617,train
cpsc2018_mc,test,A0730,train
cpsc2018_mc,test,A6237,train
cpsc2018_mc,test,A2078,train
cpsc2018_mc,test,A3607,test
cpsc2018_mc,test,A0311,train
cpsc2018_mc,test,A1895,test
cpsc2018_mc,test,A3251,train
cpsc2018_mc,test,A4903,train
cpsc2018_mc,test,A0995,train
cpsc2018_mc,test,A6668,train
cpsc2018_mc,test,A0839,test
cpsc2018_mc,test,A2097,train
cpsc2018_mc,test,A4462,train
cpsc2018_mc,test,A4223,train
cpsc2018_mc,test,A4565,train
cpsc2018_mc,test,A4217,train
cpsc2018_mc,test,A4736,train
cpsc2018_mc,test,A2860,valid
cpsc2018_mc,test,A4592,valid
cpsc2018_mc,test,A3340,valid
cpsc2018_mc,test,A3942,train
cpsc2018_mc,test,A3125,train
cpsc2018_mc,test,A3828,test
cpsc2018_mc,test,A0160,train
cpsc2018_mc,test,A5400,train
cpsc2018_mc,test,A2398,train
cpsc2018_mc,test,A2343,train
cpsc2018_mc,test,A3508,train
cpsc2018_mc,test,A5356,train
cpsc2018_mc,test,A5118,train
cpsc2018_mc,test,A5638,train
cpsc2018_mc,test,A5991,train
cpsc2018_mc,test,A4694,train
cpsc2018_mc,test,A4784,train
cpsc2018_mc,test,A1476,train
cpsc2018_mc,test,A2225,train
cpsc2018_mc,test,A5004,train
cpsc2018_mc,test,A2738,train
cpsc2018_mc,test,A1505,train
cpsc2018_mc,test,A1473,train
cpsc2018_mc,test,A6776,valid
cpsc2018_mc,test,A2367,train
cpsc2018_mc,test,A4992,train
cpsc2018_mc,test,A2337,train
cpsc2018_mc,test,A5156,train
cpsc2018_mc,test,A4394,test
cpsc2018_mc,test,A1385,train
cpsc2018_mc,test,A3619,train
cpsc2018_mc,test,A3720,train
cpsc2018_mc,test,A3107,train
cpsc2018_mc,test,A5205,train
cpsc2018_mc,test,A2035,train
cpsc2018_mc,test,A5364,train
cpsc2018_mc,test,A3346,train
cpsc2018_mc,test,A0425,valid
cpsc2018_mc,test,A0264,train
cpsc2018_mc,test,A1197,train
cpsc2018_mc,test,A2185,valid
cpsc2018_mc,test,A4804,train
cpsc2018_mc,test,A4374,valid
cpsc2018_mc,test,A0850,train
cpsc2018_mc,test,A2383,test
cpsc2018_mc,test,A4995,train
cpsc2018_mc,test,A0738,train
cpsc2018_mc,test,A0279,train
cpsc2018_mc,test,A1736,train
cpsc2018_mc,test,A3766,train
cpsc2018_mc,test,A2294,train
cpsc2018_mc,test,A2006,valid
cpsc2018_mc,test,A6362,train
cpsc2018_mc,test,A6579,train
cpsc2018_mc,test,A5006,train
cpsc2018_mc,test,A0790,test
cpsc2018_mc,test,A6125,train
cpsc2018_mc,test,A6419,train
cpsc2018_mc,test,A2259,train
cpsc2018_mc,test,A5804,train
cpsc2018_mc,test,A4606,train
cpsc2018_mc,test,A5306,valid
cpsc2018_mc,test,A3006,train
cpsc2018_mc,test,A6212,train
cpsc2018_mc,test,A1612,train
cpsc2018_mc,test,A1840,train
cpsc2018_mc,test,A3043,train
cpsc2018_mc,test,A2204,test
cpsc2018_mc,test,A5036,train
cpsc2018_mc,test,A5089,train
cpsc2018_mc,test,A0442,train
cpsc2018_mc,test,A0421,train
cpsc2018_mc,test,A6170,train
cpsc2018_mc,test,A2369,train
cpsc2018_mc,test,A1801,train
cpsc2018_mc,test,A6295,train
cpsc2018_mc,test,A5278,train
cpsc2018_mc,test,A4337,train
cpsc2018_mc,test,A5888,train
cpsc2018_mc,test,A4586,test
cpsc2018_mc,test,A5461,test
cpsc2018_mc,test,A5914,train
cpsc2018_mc,test,A0251,train
cpsc2018_mc,test,A2412,train
cpsc2018_mc,test,A3455,train
cpsc2018_mc,test,A4922,train
cpsc2018_mc,test,A2007,train
cpsc2018_mc,test,A6311,train
cpsc2018_mc,test,A5648,train
cpsc2018_mc,test,A5486,train
cpsc2018_mc,test,A0878,train
cpsc2018_mc,test,A3167,train
cpsc2018_mc,test,A0011,train
cpsc2018_mc,test,A2142,train
cpsc2018_mc,test,A2023,train
cpsc2018_mc,test,A5298,train
cpsc2018_mc,test,A0285,valid
cpsc2018_mc,test,A4941,train
cpsc2018_mc,test,A6192,test
cpsc2018_mc,test,A1743,train
cpsc2018_mc,test,A3261,train
cpsc2018_mc,test,A1023,train
cpsc2018_mc,test,A6086,train
cpsc2018_mc,test,A2768,train
cpsc2018_mc,test,A5540,train
cpsc2018_mc,test,A5870,train
cpsc2018_mc,test,A4168,train
cpsc2018_mc,test,A5334,train
cpsc2018_mc,test,A4563,train
cpsc2018_mc,test,A5477,test
cpsc2018_mc,test,A3068,train
cpsc2018_mc,test,A0590,test
cpsc2018_mc,test,A3031,train
cpsc2018_mc,test,A6176,test
cpsc2018_mc,test,A6402,train
cpsc2018_mc,test,A6033,train
cpsc2018_mc,test,A1271,train
cpsc2018_mc,test,A5651,valid
cpsc2018_mc,test,A4920,train
cpsc2018_mc,test,A0731,train
cpsc2018_mc,test,A3328,train
cpsc2018_mc,test,A0393,train
cpsc2018_mc,test,A5582,train
cpsc2018_mc,test,A3124,train
cpsc2018_mc,test,A3072,train
cpsc2018_mc,test,A1499,train
cpsc2018_mc,test,A5655,train
cpsc2018_mc,test,A0514,train
cpsc2018_mc,test,A2985,train
cpsc2018_mc,test,A3674,test
cpsc2018_mc,test,A4010,train
cpsc2018_mc,test,A1545,train
cpsc2018_mc,test,A3950,train
cpsc2018_mc,test,A6164,train
cpsc2018_mc,test,A5802,train
cpsc2018_mc,test,A3723,train
cpsc2018_mc,test,A1391,train
cpsc2018_mc,test,A3871,train
cpsc2018_mc,test,A1383,train
cpsc2018_mc,test,A5903,train
cpsc2018_mc,test,A6606,train
cpsc2018_mc,test,A4733,test
cpsc2018_mc,test,A3625,train
cpsc2018_mc,test,A3234,train
cpsc2018_mc,test,A4603,train
cpsc2018_mc,test,A5809,test
cpsc2018_mc,test,A5418,train
cpsc2018_mc,test,A2039,train
cpsc2018_mc,test,A6434,train
cpsc2018_mc,test,A6696,train
cpsc2018_mc,test,A2318,train
cpsc2018_mc,test,A0153,train
cpsc2018_mc,test,A5775,train
cpsc2018_mc,test,A5545,train
cpsc2018_mc,test,A1028,train
cpsc2018_mc,test,A0906,train
cpsc2018_mc,test,A6243,train
cpsc2018_mc,test,A1693,train
cpsc2018_mc,test,A1346,test
cpsc2018_mc,test,A0552,train
cpsc2018_mc,test,A4720,valid
cpsc2018_mc,test,A2199,train
cpsc2018_mc,test,A3385,train
cpsc2018_mc,test,A2156,test
cpsc2018_mc,test,A1532,train
cpsc2018_mc,test,A0990,train
cpsc2018_mc,test,A5435,train
cpsc2018_mc,test,A0498,valid
cpsc2018_mc,test,A6371,train
cpsc2018_mc,test,A4094,train
cpsc2018_mc,test,A6340,train
cpsc2018_mc,test,A5350,train
cpsc2018_mc,test,A5238,test
cpsc2018_mc,test,A4701,train
cpsc2018_mc,test,A3881,train
cpsc2018_mc,test,A4561,train
cpsc2018_mc,test,A3968,train
cpsc2018_mc,test,A0786,train
cpsc2018_mc,test,A4615,train
cpsc2018_mc,test,A2436,train
cpsc2018_mc,test,A5848,train
cpsc2018_mc,test,A3223,test
cpsc2018_mc,test,A1993,train
cpsc2018_mc,test,A3842,train
cpsc2018_mc,test,A3460,train
cpsc2018_mc,test,A2010,test
cpsc2018_mc,test,A1283,train
cpsc2018_mc,test,A1467,train
cpsc2018_mc,test,A4749,train
cpsc2018_mc,test,A0558,train
cpsc2018_mc,test,A1853,train
cpsc2018_mc,test,A0546,valid
cpsc2018_mc,test,A6232,train
cpsc2018_mc,test,A2043,train
cpsc2018_mc,test,A1536,test
cpsc2018_mc,test,A4104,train
cpsc2018_mc,test,A2635,train
cpsc2018_mc,test,A6112,train
cpsc2018_mc,test,A3575,train
cpsc2018_mc,test,A1702,valid
cpsc2018_mc,test,A1349,train
cpsc2018_mc,test,A2963,train
cpsc2018_mc,test,A3302,train
cpsc2018_mc,test,A6082,train
cpsc2018_mc,test,A1321,train
cpsc2018_mc,test,A5838,train
cpsc2018_mc,test,A1704,train
cpsc2018_mc,test,A3645,valid
cpsc2018_mc,test,A3668,test
cpsc2018_mc,test,A2802,train
cpsc2018_mc,test,A1057,valid
cpsc2018_mc,test,A5347,train
cpsc2018_mc,test,A4770,test
cpsc2018_mc,test,A0807,train
cpsc2018_mc,test,A6867,train
cpsc2018_mc,test,A1284,train
cpsc2018_mc,test,A6369,train
cpsc2018_mc,test,A3637,train
cpsc2018_mc,test,A3289,train
cpsc2018_mc,test,A5852,train
cpsc2018_mc,test,A5690,valid
cpsc2018_mc,test,A2373,train
cpsc2018_mc,test,A1180,valid
cpsc2018_mc,test,A2888,test
cpsc2018_mc,test,A1297,train
cpsc2018_mc,test,A3560,valid
cpsc2018_mc,test,A4009,valid
cpsc2018_mc,test,A6163,train
cpsc2018_mc,test,A3239,train
cpsc2018_mc,test,A4947,train
cpsc2018_mc,test,A3459,train
cpsc2018_mc,test,A5494,train
cpsc2018_mc,test,A0167,train
cpsc2018_mc,test,A6810,test
cpsc2018_mc,test,A3940,valid
cpsc2018_mc,test,A5459,train
cpsc2018_mc,test,A3071,test
cpsc2018_mc,test,A0791,valid
cpsc2018_mc,test,A2002,valid
cpsc2018_mc,test,A2762,train
cpsc2018_mc,test,A4801,train
cpsc2018_mc,test,A4599,train
cpsc2018_mc,test,A0432,train
cpsc2018_mc,test,A6645,train
cpsc2018_mc,test,A4948,train
cpsc2018_mc,test,A1512,test
cpsc2018_mc,test,A6261,train
cpsc2018_mc,test,A0653,train
cpsc2018_mc,test,A4364,train
cpsc2018_mc,test,A5954,train
cpsc2018_mc,test,A5482,train
cpsc2018_mc,test,A3214,train
cpsc2018_mc,test,A2567,train
cpsc2018_mc,test,A6225,train
cpsc2018_mc,test,A4158,train
cpsc2018_mc,test,A3793,train
cpsc2018_mc,test,A4255,valid
cpsc2018_mc,test,A4559,train
cpsc2018_mc,test,A6300,train
cpsc2018_mc,test,A2359,valid
cpsc2018_mc,test,A6335,train
cpsc2018_mc,test,A5592,train
cpsc2018_mc,test,A1733,train
cpsc2018_mc,test,A4501,train
cpsc2018_mc,test,A1246,train
cpsc2018_mc,test,A3075,train
cpsc2018_mc,test,A3273,train
cpsc2018_mc,test,A2764,train
cpsc2018_mc,test,A3821,train
cpsc2018_mc,test,A0740,train
cpsc2018_mc,test,A3099,valid
cpsc2018_mc,test,A3692,train
cpsc2018_mc,test,A0802,train
cpsc2018_mc,test,A0450,train
cpsc2018_mc,test,A3468,train
cpsc2018_mc,test,A1676,valid
cpsc2018_mc,test,A0908,train
cpsc2018_mc,test,A3608,train
cpsc2018_mc,test,A4387,test
cpsc2018_mc,test,A0675,train
